id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1021710,"
		                Functional Nutrition Sterilized Корм для стерилизованных кошек старше 1 года, с лососем, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/functional-nutriton-sterilized-korm-dlya-sterilizovannykh-koshek-starshe-1-goda-s-lososem.html?offer=44481,Отсутствует,559₽,Mealfeel
1018451,"
		                Sterilized Сухой корм для стерилизованных кошек, с индейкой, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Wellkiss_korm_suhoy_dlya_vzroslyh_sterilizovannyh_koshek_s_indeykoy.html?offer=44161,Отсутствует,419₽,Wellkiss
1029382,"
		                Kitten сухой корм для котят 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sanabelle-kitten-suhoy-korm-dlya-kotyat-10-kg.html?offer=84315,Отсутствует,575₽,Sanabelle
1042267,"
		                LiveClear Sterilised сухой корм для пожилых кошек для снижения количество аллергенов в шерсти с индейкой, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-7-let-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117445,Отсутствует,1836₽,Pro Plan ®
1038959,"
		                Корм сухой для взрослых кошек крупных пород мэйн кун, с курицей и индейкой, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-krupnyh-porod-meyn-kun-s-kuricey-i-indeykoy.html?offer=109761,Отсутствует,599₽,Mealfeel
1024849,"
		                Sterilized Корм сухой для стерилизованных кошек в возрасте от 1 года до 7 лет, с курицей, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/grandin-dlya-sterilizovannyh-koshek-s-kuricey-pak-400g.html?offer=71671,Отсутствует,599₽,Grandin
1021699,"
		                Senior Сухой корм для кошек старше 7 лет, с ягненком, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/wellkiss_suhoy_korm_dlya_koshek_senior_s_yagnenkom_400_gr.html?offer=31177,Отсутствует,419₽,Wellkiss
1021706,"
		                Functional Nutrition Senior Корм для кошек старше 7 лет, с курицей и индейкой, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Mealfeel_suhoy_korm_dlya_koshek_Senior_kuritsey_i_indeykoy.html?offer=44347,Отсутствует,559₽,Mealfeel
1021709,"
		                Functional Nutrition Digest Sensitive Корм для кошек с чувствительным пищеварением старше 1 года, с индейкой и лососем, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Mealfeel_korm_suhoy_dlya_vzroslyh_koshek_Sensitive_s_indeykoy_i_ryboy.html?offer=31184,Отсутствует,559₽,Mealfeel
1052518,"
		                Prescription Diet j-d сухой корм для кошек для поддержания здоровья и подвижности суставов с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-j-d-korm-d-kosh-d-sustav-6h1-5kg.html?offer=143031,Отсутствует,3145₽,Hill's
1050196,"
		                Леонардо Эдалт Комплит Лайт 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/leonardo-edalt-komplit-layt-2kg.html?offer=136667,Отсутствует,2295₽,Leonardo
1042618,"
		                Сухой корм для кошек курица ягненок	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-koshek-kurica-yagnenok.html?offer=118502,Отсутствует,579₽,Pronature
1042613,"
		                Сухой корм для котят курица	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-kotyat-kurica.html?offer=118495,Отсутствует,583₽,Pronature
1038265,"
		                Корм сухой для кошек с чувствительным пищеварением с уткой	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-utkoy.html?offer=107922,Отсутствует,785₽,Trainer
1037655,"
		                Hair & Skin WF Salmon сухой корм без пшеницы с лососем для кошек, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bozita-hair-skin-wf-salmon-suh-pit-d-vzrosl-i-rastushchih-koshek-d-zdor-kozhi-i-shersti-s-lososem-bez-pshenicy.html?offer=105846,Отсутствует,895₽,Bozita
1037649,"
		                Active & Sterilized GF Lamb сухой беззерновой корм с ягненком для активных стерилизованных кошек, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bozita-active-sterilized-gf-lamb-bezzernovoe-suh-pit-d-steriliz-rastushchih-vzrosl-i-aktivnyh-koshek-s-yagnenkom.html?offer=105838,Отсутствует,945₽,Bozita
1029385,"
		                Hair&Skin сухой корм для кошек 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sanabelle-hair-skin-suhoy-korm-dlya-koshek-400g.html?offer=84321,Отсутствует,725₽,Sanabelle
1029384,"
		                Sensitive с ягнёнком сухой корм для кошек 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sanabelle-sensitive-s-yagnenkom-suhoy-korm-dlya-koshek-10-kg.html?offer=84319,Отсутствует,415₽,Sanabelle
1029354,"
		                Grande сухой корм для кошек 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sanabelle-grande-suhoy-korm-dlya-koshek-400g.html?offer=84261,Отсутствует,725₽,Sanabelle
1011136,"
		                Adult GF корм для взрослых кошек в возрасте от 1 года с чувствительным пищеварением, беззерновой, с птицей, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/leonardo_adult_bezzernovoy_suhoy_korm_dlya_koshek_sklonnyh_k_allergii_300_gr.html?offer=41861,Отсутствует,595₽,Leonardo
1022753,"
		                Natural Exigent Cat корм для привередливых кошек старше 1 года, с белым мясом, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_dlya_koshek_Treyner_dlya_priveredlivyh_koshek_so_svegim_belymmyasom_pak__300_g_1022753.html?offer=49674,Отсутствует,689₽,Trainer
1018707,"
		                Natural Adult Sterilised корм для стерилизованных кошек старше 1 года, с лососем, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_suhoy_korm_dlya_sterilizovannyh_vzroslyh_koshek_sososem.html?offer=41984,Отсутствует,609₽,Trainer
1016768,"
		                Natural Adult Sterilised корм для для стерилизованных кошек старше 1года, с индейкой, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Natural_Adult_Sterilised_suhoy_korm_dlya_koshek.html?offer=41980,Отсутствует,609₽,Trainer
1009947,"
		                Natural Adult корм для кошек старше 1 года, с тунцом, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Natural_Adult_Tuna_suhoy_korm_dlya_koshek_s_tuntsom.html?offer=41977,Отсутствует,595₽,Trainer
1009945,"
		                Natural Adult корм для кошек старше 1 года, с говядиной, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Natural_Adult_suhoy_korm_dlya_vzroslyh_koshek_govyadina.html?offer=41974,Отсутствует,347₽,Trainer
1005893,"
		                Light сухой корм для взрослых кошек при избыточном весе с индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Planight_suhoy_korm_dlya_koshek_nizkokaloriynyy_indeykaris.html?offer=50341,1755,1492₽,Pro Plan ®
1016773,"
		                British Shorthair Kitten корм для британских короткошерстных котят в возрасте до 12 месяцев, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_British_Shorthair_Kitten_korm_dlya_kotyat_porody_Britanskaya_korotkosherstnaya.html?offer=48201,Отсутствует,523₽,Royal Canin
1042264,"
		                LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveslear-dlya-kotyat-do-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117439,Отсутствует,2295₽,Pro Plan ®
1039527,"
		                беззерновой корм из трески, картофеля и чечевицы для взрослых кошек	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bezzernovoy-korm-iz-treski-kartofelya-i-chechevicy-dlya-vzroslyh-koshek.html?offer=111424,Отсутствует,1995₽,Monge
1053764,"
		                Корм сухой для стерилизованных кошек, с уткой и клюквой, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-klyukvoy.html?offer=146277,Отсутствует,289₽,Sirius
1049980,"
		                Сухой корм Science Plan Perfect Digestion для кошек для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kosh-ideal-pishchevarenie-1-5kg.html?offer=135932,Отсутствует,2655₽,Hill's
1000129,"
		                Science Plan Active Longevity сухой корм для кошек старше 7 лет, с курицей, 300г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_krolik.html?offer=82180,Отсутствует,515₽,Hill's
1054141,"
		                Housecat сухой корм для взрослых кошек при домашнем образе жизни с индейкой и цельными злаками, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-domashnih-koshek-indeyka-i-zlaki.html?offer=147243,1685,1432₽,Purina One
1053740,"
		                Сухой корм для котят с цыпленком, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-cyplenkom.html?offer=146235,Отсутствует,1605₽,AlphaPet
1053761,"
		                Корм сухой для взрослых кошек с лососем и рисом, 1,5 к	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-risom.html?offer=146273,Отсутствует,989₽,Sirius
1003140,"
		                Science Plan Oral Care сухой корм для взрослых кошек для гигиены полости рта, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Oral_Care_Uhod_za_polost_rta.html?offer=45466,Отсутствует,2655₽,Hill's
1040778,"
		                Корм сухой кошек Гастроинтестинал Хэирбол Контрол, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-koshek-gastrointestinal-heirbol-kontrol.html?offer=113375,Отсутствует,849₽,Royal Canin
1037150,"
		                Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с курицей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-dlya-koshek-kurica-mesh-5kg.html?offer=104623,Отсутствует,2573₽,Hill's
1005390,"
		                Indoor 7+ корм для пожилых домашних кошек старше 7 лет, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_Mature_27_korm_dlya_domashnih_koshek_starshe_7let.html?offer=41945,Отсутствует,1785₽,Royal Canin
1037157,"
		                Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с уткой, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-utkoy-300-g.html?offer=104633,Отсутствует,327₽,Hill's
1052552,"
		                Prescription Diet k-d, Mobility Kidney, Joint Care сухой корм для кошек для поддержания здоровья почек и суставов, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-k-d-mob-korm-d-kosh-poch-sustavy-6h1-5kg.html?offer=143089,Отсутствует,3032₽,Hill's
1027321,"
		                Oral Care корм для кошек для профилактики образования зубного налета и зубного камня, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-oral-kea-gigiena-polosti-rta-i-profilakt.html?offer=79962,Отсутствует,2205₽,Royal Canin
1029490,"
		                Kitten Sterilised корм сухой для котят от 6-12 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-royal-kanin-sterilayzd-pak-400-g.html?offer=84509,Отсутствует,2279₽,Royal Canin
1039996,"
		                Sterilised сухой корм для котят для стерилизованных с лососем, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-sterilised-kitten-salmon-8x400g.html?offer=112318,Отсутствует,1765₽,Pro Plan ®
1049924,"
		                Корм сухой для взрослых привередливых кошек с ягненком, 1 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-priveredlivyh-koshek-s-yagnenkom.html?offer=135830,Отсутствует,689₽,UnoCat
1019948,"
		                Siberian Adult корм для взрослых сибирских кошек старше 12 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Royal_Kanin_dlya_koshek_Sibirskaya_koshka.html?offer=31132,Отсутствует,2699₽,Royal Canin
1016842,"
		                Adult Top Condition корм для кошек старше 1 года, с курицей, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Adult_suhoy_korm_dlya_vzroslyh_koshek_kuritsapechen.html?offer=47007,Отсутствует,375₽,Eukanuba
1002778,"
		                Persian Adult корм для персидских кошек старше 12 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Persian_korm_suhoy_dlya_persidskih_koshek.html?offer=41930,Отсутствует,2699₽,Royal Canin
1006191,"
		                Original Adult Optisenses сухой корм для взрослых кошек с высоким содержанием лосося, 10 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshekososris.html?offer=60677,1757,8396₽,Pro Plan ®
1054143,"
		                Kitten сухой корм для котят с курицей и цельными злаками, 750 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-kurica-i-zlaki.html?offer=147247,Отсутствует,456₽,Purina One
1049921,"
		                Корм сухой для кошек старше 7 лет с цыпленком, 1 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-starshe-7-let-s-cyplenkom.html?offer=135827,Отсутствует,689₽,UnoCat
1058017,"
		                Корм сухой для взрослых кошек, с индейкой и цельными злаками, 9,75 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-celnymi-zlakami-mesh-9-75kg.html?offer=157363,Отсутствует,4733₽,Purina One
1054139,"
		                Sterilised сухой корм для взрослых кошек для стерилизованных с курицей и цельными злаками, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-kurica-i-zlaki.html?offer=147240,Отсутствует,807₽,Purina One
1026717,"
		                Protein Exigent корм для кошек, привередливых к составу продукта, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-royal-kanin-dlya-koshek-protein-ekzidzhent-pak-400-g.html?offer=76949,Отсутствует,2375₽,Royal Canin
1020025,"
		                Indoor Long Hair корм для длинношерстных кошек от 1 до 7 лет, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoorong_Hair_korm_suhoy_dlya_domashnih_dlinnosherstnyh_koshek.html?offer=31133,Отсутствует,2375₽,Royal Canin
1052555,"
		                Science Plan беззерновой cухой корм для кошек с курицей и картошкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-vzr-kosh-b-z-kur-kart-6-1-5kg.html?offer=143095,Отсутствует,1813₽,Hill's
1042212,"
		                Light Weight Care корм сухой для кошек, склонных к набору лишнего веса, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-layt-veyt-kea.html?offer=117269,Отсутствует,2205₽,Royal Canin
1056726,"
		                Adult Sterilized Lightness Сухой корм для стерилизованных кошек, с уткой, 300 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-laytness-s-utkoy-300-g.html?offer=155315,Отсутствует,369₽,UNICA
1054140,"
		                Sterilised сухой корм для взрослых кошек для стерилизованных с лососем и пшеницей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-losos-i-pshenica.html?offer=147242,949,807₽,Purina One
1027314,"
		                Prescription Diet k/d Kidney Care сухой корм для кошек, с тунцом, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-dieta-dlya-koshek-k-d-lechenie-zabolevaniy-pochek-profilaktika-mkb-ok.html?offer=79946,3069,2762₽,Hill's
1056728,"
		                Adult Large Breed Brillant-Hairball Сухой корм для кошек крупных пород, с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-krupnyh-porod-s-kuricey-1-5-kg.html?offer=155319,Отсутствует,1185₽,UNICA
1053916,"
		                Outdoor сухой корм для кошек с уткой, рисом и апельсинами, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-autdor-s-utkoy-risom-i-apelsinami.html?offer=146691,Отсутствует,1589₽,UNICA
1000717,"
		                Hair and Skin Care 33 корм для взрослых кошек в целях поддержания здоровья кожи и шерсти, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hair_Skin_33_suhoy_korm_dlya_koshek_dlya_zdorovya_shersti_i_kogi.html?offer=48615,Отсутствует,2935₽,Royal Canin
1008091,"
		                Prescription Diet c/d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_CD_dieticheskiy_suhoy_korm_dlya_koshek_Urinary_Stress_kuritsey_1008091.html?offer=45824,2709,2438₽,Hill's
1052488,"
		                Корм для кошек с чувствительным пищеварением с индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy.html?offer=142897,Отсутствует,869₽,DELICANA
1054017,"
		                Kitten Development сухой корм для котят с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-kuricey.html?offer=146986,Отсутствует,995₽,UNICA
1037136,"
		                Сухой корм Hills Science Plan для котят для здорового роста и развития, с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_kuritsey.html?offer=104595,Отсутствует,1314₽,Hill's
1052490,"
		                Корм для стерилизованных кошек с кроликом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-krolikom.html?offer=142899,Отсутствует,869₽,DELICANA
1039529,"
		                корм для стерилизованных кошек с форелью	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-forelyu1.html?offer=111428,Отсутствует,8595₽,Monge
1019305,"
		                Hepatic HF26 корм для кошек при заболеваниях печени, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hepatic_HF26_Feline_korm_suhoy_dieticheskiy_suhoy_korm_dlya_koshek_pri_boleznyah_pecheni.html?offer=43391,Отсутствует,3795₽,Royal Canin
1051386,"
		                Premium Cat Adult Chicken сухой корм для взрослых кошек с курицей, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-adult-chicken-suhoy-korm-dlya-vzroslyh-koshek-s-kuricey-400g.html?offer=139519,Отсутствует,1089₽,Brit
1042275,"
		                Science Plan cухой корм для стерилизованных кошек в возрасте 6 месяцев - 6 лет, с уткой, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-suhoy-korm-dlya-sterilizovannyh-koshek-6mes-6let-s-utkoy-pak-300g.html?offer=117463,Отсутствует,1975₽,Hill's
1053742,"
		                Сухой корм для стерилизованных кошек с уткой и индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-indeykoy.html?offer=146239,1499,1274₽,AlphaPet
1009557,"
		                Veterinary Diets UR ST/OX Urinary сухой корм для взрослых кошек при болезнях нижних отделов мочевыводящих путей, с океанической рыбой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_UR_dieticheskiy_suhoy_korm_dlya_koshek_pri_MKB_s_okeanicheskoy_ryboy.html?offer=42555,Отсутствует,2569₽,Purina
1042265,"
		                LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с индейкой, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117441,4475,1836₽,Pro Plan ®
1009847,"
		                Ageing Sterilised 12+ корм для стерилизованных кошек старше 12 лет, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-sterilayzd-12-pak-400-g.html?offer=31128,Отсутствует,2239₽,Royal Canin
1039285,"
		                Indoor Корм сухой для домашних кошек, с индейкой, 1.5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-domashnih-koshek-s-indeykoy.html?offer=110855,1199,899₽,Wellkiss
1023787,"
		                Science Plan Sensitive Stomach Skin сухой корм для кошек для здоровья кожи и пищеварения, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills_suh_5kg_dlya_koshek_s_chuvstvitelnoy_kogey_i_geludkom_sensitivestomach_-_skin_1022815.html?offer=70056,Отсутствует,2289₽,Hill's
1054472,"
		                Veterinary Diets NF Renal Function Early care (Начальная стадия) сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/veterinary-diets-nf-suhoy-korm-early-care-dlya-podderzhaniya-funkcii-pochek-na-nachalnoy-stadii-350g.html?offer=148054,Отсутствует,3069₽,Purina
1000716,"
		                Fit 32 корм для бывающих на улице кошек в возрасте от 1 до 7 лет, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Fit_32_suhoy_korm_dlya_koshek_s_umerennoy_aktivnostyu.html?offer=45707,487,2157₽,Royal Canin
1005199,"
		                Elegant сухой корм для взрослых кошек для здоровья шерсти и кожи с лососем, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_suhoy_korm_dlya_koshek_s_chuvstvitelnoy_kogey_so_vkusomososya_i_risa.html?offer=41895,1755,1492₽,Pro Plan ®
1049923,"
		                Корм сухой для взрослых стерилизованных кошек с цыпленком, лососем и рисом, 1 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-sterilizovannyh-koshek-s-cyplenkom-lososem-i-risom.html?offer=135829,Отсутствует,729₽,UnoCat
1000721,"
		                Hairball Care корм для взрослых кошек в целях профилактики образования волосяных комочков в ЖКТ, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Intense_Hairball_34_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti.html?offer=41909,Отсутствует,655₽,Royal Canin
1051383,"
		                Корм сухой для котят курица, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-kurica.html?offer=139515,Отсутствует,1085₽,Brit
1003673,"
		                Prescription Diet i/d Digestive Care сухой корм для кошек при расстройствах жкт, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_kuritsey.html?offer=42596,Отсутствует,2987₽,Hill's
1030461,"
		                Monoprotein Kitten Trout сухой корм для котят с форелью, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-kotyat-s-forelyu.html?offer=86464,Отсутствует,535₽,Monge
1038356,"
		                Sterilised сухой корм для взрослых кошек для стерилизованных c уткой и печенью, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-cat-d-ster-utka-pechen-400g.html?offer=108467,1957,575₽,Pro Plan ®
1000375,"
		                Diabetic DS46 корм для кошек при сахарном диабете, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Diabetic_dieticheskiy_suhoy_korm_dlya_koshek_pri_saharnom_diabete.html?offer=42562,Отсутствует,2795₽,Royal Canin
1003030,"
		                Veterinary Diets OM ST/OX Obesity Management сухой корм для взрослых кошек для снижения избыточной массы тела., 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_OM_dieticheskiy_suhoy_korm_dlya_koshek_pri_ogirenii.html?offer=42550,Отсутствует,3069₽,Purina
1049925,"
		                Корм сухой для взрослых домашних кошек с тунцом, лососем и рисом, 1 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-domashnih-koshek-s-tuncom-lososem-i-risom.html?offer=135832,Отсутствует,689₽,UnoCat
1053732,"
		                WOW Сухой корм для стерилизованных кошек с цыпленком, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-cyplenkom.html?offer=146223,Отсутствует,839₽,AlphaPet
1051393,"
		                Premium Cat Sensitive сухой корм для кошек с чувствительным пищеварением с ягненком и индейкой, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-sensitive-suhoy-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-indeykoy-400g.html?offer=139527,Отсутствует,1279₽,Brit
1037482,"
		                Prescription Diet Gastrointestinal Biome сухой диетический корм для кошек при расстройствах пищеварения, c курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-suh-1-5kg-d-koshek-biom-zabolevaniya-zhkt.html?offer=105178,Отсутствует,3479₽,Hill's
1037139,"
		                Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с тунцом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_tunets.html?offer=104601,Отсутствует,1362₽,Hill's
