id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1053531,"
		                Adult Care Renal Сухой корм для взрослых кошек с хронической почечной недостаточностью, с курицей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/ownat-care-korm-dlya-vzroslyh-koshek-renal-s-kuricey-pak-1-5kg.html?offer=145773,Отсутствует,2815₽,Ownat
1030460,"
		                Superpremium adult cat salmon корм для взрослых кошек с лососем, 1.5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-vzroslyh-koshek-s-lososem.html?offer=86462,Отсутствует,1685₽,Monge
1000865,"
		                Hypoallergenic DR25 корм для кошек с пищевой аллергией, 2,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hypoallergenic_dieticheskiy_suhoy_korm_dlya_koshek_pri_allergii.html?offer=42574,Отсутствует,4745₽,Royal Canin
1053914,"
		                Indoor сухой корм для кошек с ягненком, рисом и горохом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-indor-s-yagnenkom-risom-i-gorohom.html?offer=146688,Отсутствует,1589₽,UNICA
1026169,"
		                Delicate сухой корм для взрослых кошек при чувствительном пищеварении с ягненком, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-400g-d-koshek-chuvstvitelnoe-pishchevarenie-yagnenok.html?offer=75559,1755,1492₽,Pro Plan ®
1007385,"
		                Prescription Diet Metabolic Weight Management сухой корм для кошек, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Metabolic_dieticheskiy_suhoy_korm_dlya_koshek_dlya_korrektsii_vesa.html?offer=42603,Отсутствует,3065₽,Hill's
1054518,"
		                Adult Salmon Корм сухой для кошек, с лососем, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem1.html?offer=148178,Отсутствует,929₽,Wellkiss
1034310,"
		                Urinary S/O корм для кошек при заболеваниях дистального отдела мочевыделительной системы, модератор калорий, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-urinari-s-o-moderator-kaloriy.html?offer=94819,Отсутствует,2365₽,Royal Canin
1003549,"
		                Gastro Intestinal Moderate Calorie GIM35 корм для кошек при нарушении пищеварения с умеренным содержанием энергии, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Gastro_Intestinal_Moderate_Calorie_GIM35_dieticheskiy_suhoy_korm_dlya_koshek.html?offer=42584,Отсутствует,3569₽,Royal Canin
1053910,"
		                Indoor сухой корм для кошек с курицей, морковью и рисом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-indor-s-kuricey-morkovyu-i-risom.html?offer=146682,Отсутствует,1449₽,UNICA
1000713,"
		                Indoor 27 корм для домашних кошек c нормальным весом от 1 до 7 лет, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_27_suhoy_korm_dlya_domashnih_koshek.html?offer=45710,535,2375₽,Royal Canin
1038352,"
		                Sterilised сухой корм для взрослых кошек для стерилизованных с треской и форелью, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-cat-d-ster-treska-forel-400g.html?offer=108462,1957,575₽,Pro Plan ®
1000385,"
		                Renal RF23 корм для взрослых кошек с хронической почечной недостаточностью, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Renal_dieticheskiy_suhoy_korm_dlya_koshek_pri_pochechnoy_nedostatochnosti.html?offer=42564,Отсутствует,3579₽,Royal Canin
1051399,"
		                Premium Cat Sterilized Salmon&Chicken сухой корм для стерилизованных кошек с лососем и курицей, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-sterilized-salmon-chicken-suhoy-korm-dlya-sterilizovannyh-koshek-s-lososem-i-kuricey-400g.html?offer=139534,Отсутствует,1259₽,Brit
1043174,"
		                Vet Life Neutered Female диетический сухой корм для стерилизованных кошек, с курицей, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/vet-life-natural-diet-cat-neutered-female-400-gr.html?offer=119997,Отсутствует,635₽,Farmina
1029498,"
		                Indoor Appetite Control корм сухой для кошек для домашних кошек, склонных к набору веса, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-indor-apetayt-kontrol-pak-400-g.html?offer=84516,Отсутствует,2375₽,Royal Canin
1052546,"
		                Prescription Diet k-d Kidney Care сухой корм для кошек при профилактике заболеваний почек с курицей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-k-d-korm-d-kosh-d-pochek-4h3kg.html?offer=143077,Отсутствует,5111₽,Hill's
1039528,"
		                BWild GRAIN FREE корм беззерновой из тунца и гороха для стерилизованныхкошек, 1.5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bezzernovoy-korm-iz-tunca-i-goroha-dlya-sterilizovannyh-koshek.html?offer=111426,Отсутствует,1995₽,Monge
1037131,"
		                Сухой корм Hills Science Plan Urinary Health для взрослых кошек, склонных к мочекаменной болезни, с курицей, 7 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-urinary-health-dlya-vzroslyh-koshek-sklonnyh-k-mochekamennoy-bolezni-s-kuricey-7-kg.html?offer=104585,Отсутствует,8995₽,Hill's
1035178,"
		                Sphynx kitten корм сухой для котят породы сфинкс младше 12 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-sfinks.html?offer=97750,Отсутствует,2699₽,Royal Canin
1037147,"
		                Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с ягненком, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-yagnenkom-3-kg.html?offer=104617,Отсутствует,2573₽,Hill's
1051403,"
		                Premium Cat Duck&Chicken сухой корм для стерилизованных кошек с уткой и курицей, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-duck-chicken-suhoy-korm-dlya-sterilizovannyh-koshek-s-utkoyi-kuricey-400g.html?offer=139539,Отсутствует,1259₽,Brit
1044749,"
		                Appetite Control Care корм сухой для кошек для контроля аппетита, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetayt-kontrol-kea.html?offer=124450,Отсутствует,2935₽,Royal Canin
1048571,"
		                Nature Elements сухой корм для взрослых кошек с лососем, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-natel-kosh-kozhisherst-los-10x200g.html?offer=131683,1935,1548₽,Pro Plan ®
1052548,"
		                Prescription Diet k-d Early Stage сухой корм для кошек при заболеваниях почек, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-k-d-es-korm-d-kosh-d-pochek-rs-4h3kg.html?offer=143081,5679,5111₽,Hill's
1052554,"
		                Science Plan беззерновой cухой корм для котят с курицей и картошкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kotyat-b-z-kur-kart-6-1-5kg.html?offer=143093,Отсутствует,1768₽,Hill's
1058016,"
		                Корм сухой для взрослых кошек, с курицей и цельными злаками, 9,75 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-kuricey-i-celnymi-zlakami-mesh-9-75kg.html?offer=157361,Отсутствует,4733₽,Purina One
1002599,"
		                Adult Sterilized/Weight Control корм для стерилизованных кошек и кошек с избыточным весом старше 1 года, с курицей, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Adultight_suhoy_korm_dlya_vzroslyh_sterilizovannyh_koshek_i_koshek_s_izbytochnym_vesom.html?offer=45658,Отсутствует,375₽,Eukanuba
1000881,"
		                Kitten Healthy Start корм для котят от 1 до 12 месяцев, с курицей, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Kitten_Complete_suhoy_korm_dlya_kotyat_kuritsapechen.html?offer=45660,Отсутствует,375₽,Eukanuba
1058018,"
		                Корм сухой для взрослых кошек, с лососем и цельными злаками, 9,75 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-celnymi-zlakami-mesh-9-75kg.html?offer=157365,Отсутствует,4733₽,Purina One
1002562,"
		                Siamese Adult корм для cиамских кошек старше 12 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Siamese_Adult_38_suhoy_korm_dlya_koshek.html?offer=41923,Отсутствует,2699₽,Royal Canin
1052567,"
		                LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с индейкой, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy1.html?offer=143401,Отсутствует,548₽,Pro Plan ®
1058019,"
		                EN Gastrointestinal Корм сухой для пищеварения кошек, 5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-en-dlya-pishchevareniya-mesh-5kg.html?offer=157379,Отсутствует,8869₽,Purina
1053476,"
		                Корм сухой для кошек с чувствительным пищеварением с индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy.html?offer=145549,Отсутствует,999₽,Grand Prix
1000130,"
		                Science Plan Hairball Control сухой корм для кошек для выведения шерсти, с курицей, 300г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_Heyrbal_Kontrol_dlya_vyvoda_shersti_kuritsa.html?offer=50354,Отсутствует,625₽,Hill's
1053474,"
		                Корм сухой для стерилизованных кошек с кроликом 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-krolikom1.html?offer=145545,Отсутствует,989₽,Grand Prix
1027323,"
		                Light Weight Care корм для взрослых кошек в целях профилактики избыточного веса, 3,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-layt-veyt-kea-dlya-profilaktiki-izbytochno.html?offer=79966,Отсутствует,655₽,Royal Canin
1053472,"
		                Корм сухой для котят с лососем 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-lososem.html?offer=145541,Отсутствует,889₽,Grand Prix
1001358,"
		                Kitten корм для котят в возрасте до 1 года, а также для беременных и кормящих кошек, с птицей, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Leonardo_Kitten_suhoy_korm_dlya_kotyat_kuritsey.html?offer=41852,Отсутствует,2335₽,Leonardo
1021712,"
		                Functional Nutrition Kitten Корм для котят до 12 месяцев, с курицей и индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Mealfeel_suhoy_korm_dlya_kotyat_kuritsey_i_indeykoy.html?offer=49410,Отсутствует,1649₽,Mealfeel
1020094,"
		                Prescription Diet k/d + Mobility Kidney + Joint Care сухой корм для кошек, с курицей, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_lechenie_zabolevaniya_pochek_i_sustavov_KDMobilitypak_2_kg_1020094.html?offer=47827,Отсутствует,3979₽,Hill's
1052566,"
		                LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-kotyat-s-indeykoy.html?offer=143399,Отсутствует,685₽,Pro Plan ®
1053473,"
		                Корм сухой для кошек с лососем 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem.html?offer=145543,Отсутствует,865₽,Grand Prix
1053475,"
		                Корм сухой для кошек вывод шерсти с индейкой 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-vyvod-shersti-s-indeykoy.html?offer=145547,Отсутствует,969₽,Grand Prix
1002780,"
		                Persian Kitten корм для персидских котят в возрасте до 12 месяцев, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Royal_Kanin_dlya_kotyat_Kitten_Persian_32_persidskaya.html?offer=31126,Отсутствует,523₽,Royal Canin
1058687,"
		                Сухой корм Science Plan Culinary Creations для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 10 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-mesh-10kg.html?offer=159181,Отсутствует,11199₽,Hill's
1058686,"
		                Сухой корм Science Plan Culinary Creations для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-pak-1-5kg.html?offer=159179,Отсутствует,2039₽,Hill's
1058481,"
		                Immunity Корм сухой для кошек, говядина, семена льна и голубика, 5,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-5-5kg.html?offer=158585,Отсутствует,3225₽,Perfect Fit
1058480,"
		                Immunity Корм сухой для кошек, индейка, спирулина и клюква, 580 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-indeyka-spirulina-i-klyukva-580g.html?offer=158583,Отсутствует,417₽,Perfect Fit
1058478,"
		                Immunity Корм сухой для кошек, говядина, семена льна и голубика, 1,1 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/immuniti-korm-sukhoy-dlya-koshek-govyadina-semena-lna-i-golubika-1-1kg.html?offer=158579,Отсутствует,735₽,Perfect Fit
1058025,"
		                Корм сухой для стерилизованных кошек, с индейкой, 7 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-mesh-7kg.html?offer=157367,Отсутствует,6929₽,Pro Plan ®
1047045,"
		                Корм сухой для кошек подушечки паштет говядина, 13,8 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina4.html?offer=129579,Отсутствует,4134₽,Whiskas
1047044,"
		                Корм сухой для кошек подушечки паштет курица и индейка, 13,8 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-kurica-i-indeyka.html?offer=129577,Отсутствует,4134₽,Whiskas
1046832,"
		                Корм сухой для кошек подушечки паштет говядина, 5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina3.html?offer=128787,Отсутствует,1700₽,Whiskas
1046829,"
		                Корм сухой для кошек подушечки паштет говядина, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina.html?offer=128781,335,130₽,Whiskas
1016483,"
		                Корм для стерилизованных кошек и котов старше 1 года, с курицей и вкусными подушечками, 5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_Viskas_suhoy_dlya_sterilizovannyh_koshek_i_kastrirovannyhkotovkuritsa.html?offer=43421,2125,1700₽,Whiskas
1008887,"
		                Корм для кошек старше 1 года, вкусные подушечки с нежным паштетом, аппетитное ассорти с курицей и индейкой, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Whiskas_suhoy_korm_dlya_koshek_Vkusnye_podushechki_s_negnym_pashtetom_kuritsaindeyka.html?offer=41826,335,130₽,Whiskas
1008885,"
		                Корм для котят от 2 до 12 месяцев, вкусные подушечки с молоком, аппетитное ассорти с индейкой и морковью, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Whiskas_suhoy_korm_dlya_kotyat_assorti_indeykamorkov_i_podushechki_s_molokom.html?offer=41822,819,130₽,Whiskas
1016207,"
		                Корм для стерилизованных кошек и котов старше 1 года, с говядиной и вкусными подушечками, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Viskas__suhoy__dlya_sterilizovanyh_koshek_i_kastrirovannyhkotov_govyadina_up__350g_1016207.html?offer=31058,819,130₽,Whiskas
1053990,"
		                Двойная Вкуснятина для взрослых кошек с рыбой 200 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-ryboy-200-g.html?offer=146926,Отсутствует,123₽,Felix
1053989,"
		                Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с птицей, 200 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-pticey-200-g.html?offer=146924,Отсутствует,123₽,Felix
1053988,"
		                Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 200 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-myasom-200-g.html?offer=146922,Отсутствует,123₽,Felix
1049814,"
		                Корм сухой для кошек Курочка аппетитная, 800 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-appetitnaya-kurochka.html?offer=135530,Отсутствует,233₽,Kitekat
1049534,"
		                Мясное объедение сухой корм для взрослых кошек с говядиной, 600 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-600g-dlya-koshek-myasnoe-obedenie-govyadina.html?offer=134559,Отсутствует,315₽,Felix
1049532,"
		                Мясное объедение сухой корм для взрослых кошек с курицей, 1,3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-1-3kg-dlya-koshek-myasnoe-obedenie-kurica.html?offer=134556,Отсутствует,617₽,Felix
1041476,"
		                Корм сухой для кошек для красоты шерсти и здоровья кожи с индейкой, 650г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-krasota-shersti-i-zdorove-kozhi-s-indeykoy.html?offer=115008,Отсутствует,417₽,Perfect Fit
1040009,"
		                Двойная Вкуснятина сухой корм для котят до 1 года для котят до 1 года с курочкой, 600 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/felix-d-kotyat-dvoynvkus-kurochka-8x600g.html?offer=112322,Отсутствует,317₽,Felix
1037154,"
		                Сухой корм Hills Science Plan для котят для здорового роста и развития,с тунцом, 7 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-tuncom-7-kg.html?offer=104629,Отсутствует,7415₽,Hill's
1016800,"
		                Корм сухой для домашних кошек с курицей, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_domashnih_koshek_kuritsa.html?offer=42968,Отсутствует,417₽,Perfect Fit
1016805,"
		                Корм сухой для котят от 2 до 12 месяцев с курицей, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_Junior_suhoy_korm_dlya_kotyat_kuritsa.html?offer=41872,Отсутствует,417₽,Perfect Fit
1020582,"
		                Корм сухой для кошек с чувствительным пищеварением с индейкой, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeyka.html?offer=41875,Отсутствует,417₽,Perfect Fit
1016806,"
		                Корм сухой для стерилизованных кошек с курицей, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Perfect_Fit_suhoy_korm_dlya_kastrirovannyh_kotov_i_sterilizovannyh_koshek_kuritsa.html?offer=41873,Отсутствует,417₽,Perfect Fit
1015490,"
		                Корм для взрослых кошек, телятинка аппетитная, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Appetitnaya_telyatinka.html?offer=41834,Отсутствует,107₽,Kitekat
1015489,"
		                Корм сухой для взрослых кошек, мясной пир, 350 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Kitekat_suhoy_korm_dlya_koshek_Myasnoy_pir.html?offer=41832,Отсутствует,107₽,Kitekat
1020581,"
		                Корм сухой для стерилизованных кошек с говядиной, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_sterilizovannyh_kotov_i_koshek_s_govyadinoypak__650g_1020581.html?offer=31094,Отсутствует,417₽,Perfect Fit
1020578,"
		                Корм сухой для стерилизованных кошек старше 7 лет с курицей, 650 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_suhoy_Perfekt_Fit_dlya_koshek_starshe_7_let_s_kuritsey_pak__650g_1020578.html?offer=31090,Отсутствует,417₽,Perfect Fit
1039530,"
		                корм для стерилизованных кошек с уткой	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-utkoy.html?offer=111430,Отсутствует,8595₽,Monge
1027905,"
		                Monoprotein корм для взрослых кошек, с кроликом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-monoprotein-adult-rabbit-korm-dlya-vzroslyh-koshek-s-krolikom-10.html?offer=81115,Отсутствует,1805₽,Monge
1045495,"
		                Низкокалорийный корм для кошек с индейкой	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/nizkokaloriynyy-korm-dlya-koshek-s-indeykoy.html?offer=125975,Отсутствует,1687₽,Monge
1048953,"
		                Sterilised Сухой корм для стерилизованных кошек с индейкой, 1,5 кг + 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-5kg-d-sterkoshaftekeaindkur-1-5kg-400g.html?offer=132686,Отсутствует,1755₽,Pro Plan ®
1025825,"
		                Natural Exigent Cat корм для привередливых кошек старше 1 года, с говядиной и курицей, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-treyner-dlya-priveredlivyh-koshek-s-govyadinoy-isvezhey-kuricey-pak-300-g.html?offer=74952,Отсутствует,689₽,Trainer
1028258,"
		                BWild Adult Hare корм для взрослых кошек, с мясом зайца, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-bwild-cat-hare-korm-dlya-vzroslyh-koshek-s-myasom-zayca-1-5-kg.html?offer=82022,Отсутствует,1759₽,Monge
1039526,"
		                беззерновой корм из мяса буйвола для крупных кошек всех возрастов	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bezzernovoy-korm-iz-myasa-buyvola-dlya-krupnyh-koshek-vseh-vozrastov.html?offer=111422,Отсутствует,1995₽,Monge
1002393,"
		                NF Renal Function сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_NF_dieticheskiy_suhoy_korm_dlya_koshek_pri_patologii_pochek.html?offer=42546,Отсутствует,3285₽,Purina
1037643,"
		                Kitten GF Chicken сухой беззерновой корм с курицей для котят, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bozita-kitten-gf-chicken-bezzernovoe-suh-pit-d-kotyat-molodyh-berem-i-korm-koshek-s-kuricey.html?offer=105830,Отсутствует,945₽,Bozita
1039525,"
		                беззерновой корм из лосося и гороха для взрослых кошек	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/bezzernovoy-korm-iz-lososya-i-goroha-dlya-vzroslyh-koshek.html?offer=111420,Отсутствует,1995₽,Monge
1021796,"
		                Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 750 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Feliks_dlya_koshek_Dvoynaya_vkusnyatina_Myaso.html?offer=43045,Отсутствует,349₽,Felix
1019460,"
		                Solution Hairball Control корм для кошек старше 1 года, склонных к образованию волосяных комочков в желудке, с курицей, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Solution_Hairball_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti_kuritsey_i_indeykoy.html?offer=41987,Отсутствует,785₽,Trainer
1009737,"
		                Natural Kitten корм для котят от 1 до 6 месяцев, с курицей, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Natural_Kitten_suhoy_korm_dlya_kotyat_v_vozraste_ot_1_do_6_mesyatsev_kuritsey.html?offer=41965,Отсутствует,645₽,Trainer
1038961,"
		                Functional Nutrition Корм сухой для стерилизованных кошек старше 7 лет, с лососем и сельдью, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-sterilizovannyh-koshek-senor-s-lososem-i-seldyu.html?offer=109764,Отсутствует,599₽,Mealfeel
1026906,"
		                Natural Exigent Cat корм для привередливых кошек старше 1 года, с океанической рыбой, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-treyner-dlya-priveredlivyh-koshek-s-okeanicheskoyryboy-pak-300-g.html?offer=79102,Отсутствует,437₽,Trainer
1021711,"
		                Functional Nutrition Sterilized Корм для стерилизованных кошек старше 1 года, с ягненком, 400 гр.	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Mealfeel_korm_suhoy_dlya_vzroslyh_sterilizovannyh_koshek_s_yagnenkom.html?offer=44349,Отсутствует,559₽,Mealfeel
1037156,"
		                Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с тунцом, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-tuncom-3-kg.html?offer=104631,Отсутствует,2573₽,Hill's
1009944,"
		                Natural Adult корм для кошек старше 1 года, с курицей, 300 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Trainer_Natural_Adult_With_fresh_Chicken_suhoy_korm_dlya_koshek_kuritsa.html?offer=41972,Отсутствует,595₽,Trainer
